Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
627,Comerica,CMA,Financials,Commercial Banks,yes,no,no,yes,158.0,yes,no,n/a,no,no,no,7701,7285.6,5253.0,40.5,881.0,-23.5,85834.0,Curtis C. Farmer,U.S.,Dallas,Texas,https://www.comerica.com,Public,"Market value as of March 28, 2024.",7286.0,2024-06-04
628,Greif,GEF,Materials,"Packaging, Containers",yes,no,no,no,-79.0,no,yes,n/a,no,no,no,12000,3263.7,5218.6,-17.8,359.2,-4.6,5960.8,Ole G. Rosgaard,U.S.,Delaware,Ohio,https://www.greif.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",3264.0,2024-06-04
629,Comfort Systems USA,FIX,Engineering & Construction,Engineering & Construction,yes,no,no,yes,99.0,yes,no,n/a,no,no,no,15800,11337.4,5206.8,25.8,323.4,31.5,3305.6,Brian E. Lane,U.S.,Houston,Texas,https://www.comfortsystemsusa.com,Public,"Market value as of March 28, 2024.",11337.0,2024-06-04
630,TopBuild,BLD,Engineering & Construction,Engineering & Construction,yes,no,no,yes,17.0,yes,no,n/a,no,no,no,14012,14021.8,5194.7,3.7,614.3,10.5,5162.9,Robert M. Buck,U.S.,Daytona Beach,Florida,https://www.topbuild.com,Public,"Market value as of March 28, 2024.",14022.0,2024-06-04
631,Bread Financial Holdings,BFH,Business Services,Financial Data Services,yes,no,no,no,83.0,yes,no,n/a,no,no,no,7000,1840.6,5168.0,19.4,718.0,222.0,23141.0,Ralph J. Andretta,U.S.,Columbus,Ohio,https://www.breadfinancial.com,Public,"Market value as of March 28, 2024.",1841.0,2024-06-04
632,Coherent,COHR,Technology,Semiconductors and Other Electronic Components,no,no,no,yes,216.0,yes,no,n/a,no,no,no,26622,9202.9,5160.1,55.6,-259.5,-210.5,13711.1,Vincent D. Mattera Jr.,U.S.,Saxonburg,Pennsylvania,https://www.coherent.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",9203.0,2024-06-04
633,Telephone & Data Systems,TDS,Telecommunications,Telecommunications,no,no,no,no,-18.0,no,yes,n/a,no,no,no,8800,1810.3,5160.0,-4.7,-500.0,-906.5,13921.0,LeRoy T. Carlson Jr.,U.S.,Chicago,Illinois,https://www.tdsinc.com,Public,"Market value as of March 28, 2024.",1810.0,2024-06-04
634,Stifel Financial,SF,Financials,Securities,yes,no,no,no,52.0,yes,no,n/a,no,no,no,9000,8035.6,5159.3,12.3,522.5,-21.1,37727.5,Ronald J. Kruszewski,U.S.,St. Louis,Missouri,https://www.stifel.com,Public,"Market value as of March 28, 2024.",8036.0,2024-06-04
635,Urban Outfitters,URBN,Retailing,Specialty Retailers: Apparel,yes,yes,no,yes,31.0,yes,no,n/a,no,no,no,19460,4028.8,5153.2,7.5,287.7,80.1,4111.2,Richard A. Hayne,U.S.,Philadelphia,Pennsylvania,https://www.urbn.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",4029.0,2024-06-04
636,Terex,TEX,Industrials,Construction and Farm Machinery,yes,no,no,yes,66.0,yes,no,n/a,no,no,no,10200,4314.8,5151.5,16.6,518.0,72.7,3615.5,Simon  Meester,U.S.,Norwalk,Connecticut,https://www.terex.com,Public,"Market value as of March 28, 2024.",4315.0,2024-06-04
637,Ryerson Holding,RYI,Materials,Metals,yes,no,no,yes,-83.0,no,yes,n/a,no,no,no,4600,1139.6,5108.7,-19.2,145.7,-62.7,2569.6,Edward J. Lehner,U.S.,Chicago,Illinois,https://www.ryerson.com,Public,"Market value as of March 28, 2024.",1140.0,2024-06-04
638,Snap-on,SNA,Industrials,Industrial Machinery,yes,no,no,yes,23.0,yes,no,n/a,no,no,no,13200,15651.8,5108.3,5.5,1011.1,10.9,7544.9,Nicholas T. Pinchuk,U.S.,Kenosha,Wisconsin,https://www.snapon.com,Public,"Market value as of March 28, 2024.",15652.0,2024-06-04
639,Flowers Foods,FLO,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,25.0,yes,no,n/a,no,no,no,9300,5001.0,5090.8,5.9,123.4,-46.0,3427.0,A. Ryals McMullian,U.S.,Thomasville,Georgia,https://www.flowersfoods.com,Public,"Market value as of March 28, 2024.",5001.0,2024-06-04
640,First Horizon,FHN,Financials,Commercial Banks,yes,no,no,no,181.0,yes,no,n/a,no,no,no,7314,8546.1,5027.0,43.7,897.0,-0.3,81661.0,D. Bryan Jordan,U.S.,Memphis,Tennessee,https://www.firsthorizon.com,Public,"Market value as of March 28, 2024.",8546.0,2024-06-04
641,Paychex,PAYX,Business Services,Diversified Outsourcing Services,yes,no,no,yes,40.0,yes,no,n/a,no,no,no,16600,44186.1,5007.1,8.6,1557.3,11.8,10546.4,John B. Gibson,U.S.,Rochester,New York,https://www.paychex.com,Public,"Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",44186.0,2024-06-04
642,Hasbro,HAS,Household Products,"Toys, Sporting Goods",no,no,no,no,-57.0,no,yes,n/a,no,no,no,5502,7844.5,5003.3,-14.6,-1489.3,-831.8,6540.9,Christian P. Cocks,U.S.,Pawtucket,Rhode Island,https://www.hasbro.com,Public,"Market value as of March 28, 2024.",7845.0,2024-06-04
643,Sentry Insurance Group,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,54.0,yes,no,n/a,no,no,no,4507,,4994.4,11.6,373.0,11.8,24980.9,Peter G. McPartland,U.S.,Stevens Point,Wisconsin,https://www.sentry.com,Private,"Market value as of March 31, 2021.",,2024-06-04
644,Ares Management,ARES,Financials,Securities,yes,yes,no,yes,139.0,yes,no,n/a,no,no,no,2850,41170.7,4991.8,33.4,474.3,183.1,24730.5,Michael J. Arougheti,U.S.,Los Angeles,California,https://www.aresmgmt.com,Public,"Market value as of March 28, 2024.",41171.0,2024-06-04
645,Lennox International,LII,Industrials,Industrial Machinery,yes,no,no,no,25.0,yes,no,n/a,no,no,no,12600,17393.3,4981.9,5.6,590.1,18.7,2798.3,Alok Maskara,U.S.,Richardson,Texas,https://lennox.com,Public,"Market value as of March 28, 2024.",17393.0,2024-06-04
646,Peabody Energy,BTU,Energy,"Mining, Crude-Oil Production",yes,no,no,no,4.0,yes,no,n/a,no,no,no,5400,3088.1,4946.7,-0.7,759.6,-41.4,5962.1,James C. Grech,U.S.,St. Louis,Missouri,https://www.peabodyenergy.com,Public,"Market value as of March 28, 2024.",3088.0,2024-06-04
647,Kemper,KMPR,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-46.0,no,yes,n/a,no,no,no,8100,3983.6,4944.2,-11.3,-272.1,,12742.7,Joseph P. Lacher Jr.,U.S.,Chicago,Illinois,https://www.kemper.com,Public,"Market value as of March 28, 2024.",3984.0,2024-06-04
648,Nexstar Media Group,NXST,Media,Entertainment,yes,yes,no,yes,-15.0,no,yes,n/a,no,no,no,12586,5759.4,4933.0,-5.3,346.0,-64.4,12078.0,Perry A. Sook,U.S.,Irving,Texas,https://www.nexstar.tv,Public,"Market value as of March 28, 2024.",5759.0,2024-06-04
649,TelevisaUnivision,,Media,Entertainment,no,no,no,no,31.0,yes,no,n/a,no,no,no,14000,,4928.0,6.5,-873.6,,17297.8,Wade C. Davis,U.S.,New York,New York,https://corporate.televisaunivision.com,Private,"Acquired by Univision Holdings II, Inc., May 18, 2021, and became a wholly-owned subsidiary. UH Holdco merged with Grupo Televisa's media content business to form TelevisaUnivision, Jan. 31, 2022.",,2024-06-04
650,Tempur Sealy International,TPX,Household Products,"Home Equipment, Furnishings",yes,no,no,no,5.0,yes,no,n/a,no,no,no,12000,9864.7,4925.4,0.1,368.1,-19.2,4553.9,Scott L. Thompson,U.S.,Lexington,Kentucky,https://www.tempursealy.com,Public,"Market value as of March 28, 2024.",9865.0,2024-06-04
651,TriNet Group,TNET,Business Services,Diversified Outsourcing Services,yes,no,no,no,7.0,yes,no,n/a,no,no,no,3600,6699.7,4922.0,0.8,375.0,5.6,3693.0,Mike  Simonds,U.S.,Dublin,California,https://www.trinet.com,Public,"Market value as of March 28, 2024.",6700.0,2024-06-04
652,Worthington Enterprises,WOR,Materials,Metals,yes,no,no,no,-23.0,no,yes,n/a,no,no,no,8200,3111.2,4916.4,-6.2,256.5,-32.4,3650.9,B. Andrew Rose,U.S.,Columbus,Ohio,https://www.worthingtonenterprises.com,Public,"Changed name from Worthington Industries, Dec. 1, 2023. Figures are for fiscal year ended May 31, 2023. Market value as of March 28, 2024.",3111.0,2024-06-04
653,Maximus,MMS,Technology,Information Technology Services,yes,no,no,yes,26.0,yes,no,n/a,no,no,no,39600,5120.5,4904.7,5.9,161.8,-20.6,3985.8,Bruce L. Caswell,U.S.,McLean,Virginia,https://www.maximus.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",5121.0,2024-06-04
654,Compass,COMP,Technology,Internet Services and Retailing,no,yes,no,no,-82.0,no,yes,n/a,no,no,no,2549,1768.6,4885.0,-18.8,-321.3,,1160.3,Robert L. Reffkin,U.S.,New York,New York,https://www.compass.com,Public,"Market value as of March 28, 2024.",1769.0,2024-06-04
655,Brink's,BCO,Business Services,Diversified Outsourcing Services,yes,no,no,no,38.0,yes,no,n/a,no,no,no,67100,4131.7,4874.6,7.5,87.7,-48.6,6601.8,Mark Eubanks,U.S.,Richmond,Virginia,https://www.brinks.com,Public,"Market value as of March 28, 2024.",4132.0,2024-06-04
656,Kelly Services,KELYA,Business Services,Temporary Help,yes,no,no,no,-4.0,no,yes,n/a,no,no,no,6200,883.5,4835.7,-2.6,36.4,,2581.6,Peter W. Quigley,U.S.,Troy,Michigan,https://www.kellyservices.com,Public,"Market value as of March 28, 2024.",884.0,2024-06-04
657,Navient,NAVI,Financials,Diversified Financials,yes,no,no,yes,107.0,yes,no,n/a,no,no,no,4500,1961.8,4828.0,25.8,228.0,-64.7,61375.0,David L. Yowan,U.S.,Herndon,Virginia,https://www.navient.com,Public,"Market value as of March 28, 2024.",1962.0,2024-06-04
658,Puget Energy,,Energy,Utilities: Gas and Electric,yes,no,yes,yes,62.0,yes,no,n/a,no,no,no,3340,,4816.6,14.1,53.7,-87.0,17732.5,Mary E. Kipp,U.S.,Bellevue,Washington,https://www.pugetenergy.com,Private,"Market value as of March 31, 2021.",,2024-06-04
659,AMC Entertainment Holdings,AMC,Media,Entertainment,no,no,no,yes,103.0,yes,no,n/a,no,no,no,18347,979.4,4812.6,23.0,-396.6,,9009.2,Adam M. Aron,U.S.,Leawood,Kansas,https://www.amctheatres.com,Public,"Market value as of March 28, 2024.",979.0,2024-06-04
660,Encompass Health,EHC,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-3.0,no,yes,n/a,no,yes,no,30059,8269.6,4801.2,-1.8,352.0,29.9,6102.4,Mark J. Tarr,U.S.,Birmingham,Alabama,https://www.encompasshealth.com,Public,"Market value as of March 28, 2024.",8270.0,2024-06-04
661,Skyworks Solutions,SWKS,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-56.0,no,yes,n/a,no,no,no,9701,17379.4,4772.4,-13.0,982.8,-22.9,8426.7,Liam K. Griffin,U.S.,Irvine,California,https://www.skyworksinc.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",17379.0,2024-06-04
662,Timken,TKR,Industrials,Industrial Machinery,yes,no,no,yes,34.0,yes,no,n/a,no,no,no,19602,6154.1,4769.0,6.1,394.1,-3.3,6541.7,Richard G. Kyle,U.S.,North Canton,Ohio,https://www.timken.com,Public,"Market value as of March 28, 2024.",6154.0,2024-06-04
663,Liberty Energy,LBRT,Energy,"Oil and Gas Equipment, Services",yes,yes,no,yes,62.0,yes,no,n/a,no,no,no,5500,3441.3,4747.9,14.4,556.3,39.2,3033.6,Christopher A. Wright,U.S.,Denver,Colorado,https://libertyenergy.com,Public,"Market value as of March 28, 2024.",3441.0,2024-06-04
664,Marriott Vacations Worldwide,VAC,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,11.0,yes,no,n/a,no,yes,no,22000,3789.7,4727.0,1.5,254.0,-35.0,9680.0,John E. Geller Jr.,U.S.,Orlando,Florida,https://www.marriottvacationsworldwide.com,Public,"Market value as of March 28, 2024.",3790.0,2024-06-04
665,Leggett & Platt,LEG,Household Products,"Home Equipment, Furnishings",no,no,no,no,-27.0,no,yes,n/a,no,yes,no,19300,2562.4,4725.3,-8.2,-136.8,-144.2,4634.5,J. Mitchell Dolloff,U.S.,Carthage,Missouri,https://www.leggett.com,Public,"Market value as of March 28, 2024.",2562.0,2024-06-04
666,Big Lots,BIG,Retailing,Specialty Retailers: Other,no,no,no,no,-57.0,no,yes,n/a,no,no,no,21150,126.5,4722.1,-13.6,-481.9,,3325.3,Bruce K. Thorn,U.S.,Columbus,Ohio,https://www.biglots.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",127.0,2024-06-04
667,Weis Markets,WMK,Food & Drug Stores,Food & Drug Stores,yes,no,no,no,5.0,yes,no,n/a,no,no,no,23000,1732.3,4697.0,,103.8,-17.1,2039.6,Jonathan H. Weis,U.S.,Sunbury,Pennsylvania,https://www.weismarkets.com,Public,"Market value as of March 28, 2024.",1732.0,2024-06-04
668,Pinnacle West Capital,PNW,Energy,Utilities: Gas and Electric,yes,no,no,yes,47.0,yes,no,n/a,no,no,no,6133,9215.1,4696.0,8.6,501.6,3.7,24661.2,Jeffrey B Guldner,U.S.,Phoenix,Arizona,https://www.pinnaclewest.com,Public,"Market value as of March 28, 2024.",9215.0,2024-06-04
669,EPAM Systems,EPAM,Technology,Information Technology Services,yes,yes,no,no,-6.0,no,yes,n/a,no,no,no,53150,15969.6,4690.5,-2.8,417.1,-0.6,4352.4,Arkadiy Dobkin,U.S.,Newtown,Pennsylvania,https://www.epam.com,Public,"Market value as of March 28, 2024.",15970.0,2024-06-04
670,Antero Resources,AR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,-166.0,no,yes,n/a,no,no,no,604,8803.5,4682.0,-34.4,242.9,-87.2,13619.4,Paul M. Rady,U.S.,Denver,Colorado,https://www.anteroresources.com,Public,"Market value as of March 28, 2024.",8804.0,2024-06-04
671,Bloomin' Brands,BLMN,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,33.0,yes,no,n/a,no,no,no,87000,2497.2,4671.5,5.8,247.4,142.8,3424.1,David J. Deno,U.S.,Tampa,Florida,https://www.bloominbrands.com,Public,"Market value as of March 28, 2024.",2497.0,2024-06-04
672,MDU Resources Group,MDU,Energy,Energy,yes,no,yes,no,-157.0,no,yes,n/a,no,no,no,9145,5138.0,4657.3,-33.2,414.7,12.8,7833.2,Nicole A. Kivisto,U.S.,Bismarck,North Dakota,https://www.mdu.com,Public,"Spun off Knife River (2023 rank: 924), May 31, 2023. Market value as of March 28, 2024.",5138.0,2024-06-04
673,MDC Holdings,,Engineering & Construction,Homebuilders,yes,no,no,yes,-78.0,no,yes,n/a,no,no,no,1760,4721.3,4642.9,-18.8,401.0,-28.7,5631.1,David D. Mandarich,U.S.,Denver,Colorado,https://www.mdcholdings.com,Private,"Acquired by Sekisui House (Japan), April 19, 2024. Market value as of March 28, 2024.",4721.0,2024-06-04
674,Texas Roadhouse,TXRH,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,66.0,yes,no,n/a,no,no,no,91000,10322.9,4631.7,15.4,304.9,13.0,2793.4,Gerald L. Morgan,U.S.,Louisville,Kentucky,https://www.texasroadhouse.com,Public,"Market value as of March 28, 2024.",10323.0,2024-06-04
675,Mercury General,MCY,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,121.0,yes,no,n/a,no,no,no,4100,2857.2,4629.6,27.1,96.3,,7103.4,Gabriel Tirador,U.S.,Los Angeles,California,https://www.mercuryinsurance.com,Public,"Market value as of March 28, 2024.",2857.0,2024-06-04
676,Fortune Brands Innovations,FBIN,Materials,"Building Materials, Glass",yes,no,no,yes,-207.0,no,yes,n/a,no,no,no,11700,10643.1,4626.2,-41.6,404.5,-41.1,6565.0,Nicholas I. Fink,U.S.,Deerfield,Illinois,https://www.fbin.com,Public,"Spun off MasterBrand (2023 rank: 951), Dec. 14, 2023. Market value as of March 28, 2024.",10643.0,2024-06-04
677,Zions Bancorp.,ZION,Financials,Commercial Banks,yes,no,no,no,168.0,yes,no,n/a,no,no,no,9679,6405.8,4624.0,38.6,680.0,-25.0,87203.0,Paul E. Burdiss,U.S.,Salt Lake City,Utah,https://www.zionsbancorporation.com,Public,"Market value as of March 28, 2024.",6406.0,2024-06-04
678,JELD-WEN Holding,JELD,Materials,"Building Materials, Glass",yes,no,no,no,-39.0,no,yes,n/a,no,no,no,17700,1825.2,4606.2,-10.2,62.4,36.6,2980.1,William J. Christensen,U.S.,Charlotte,North Carolina,https://www.jeld-wen.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",1825.0,2024-06-04
679,Snap,SNAP,Technology,Internet Services and Retailing,no,yes,no,yes,5.0,yes,no,n/a,no,no,no,5289,18949.2,4606.1,0.1,-1322.5,,7967.8,Evan Spiegel,U.S.,Santa Monica,California,https://www.snap.com,Public,"Market value as of March 28, 2024.",18949.0,2024-06-04
680,Zebra Technologies,ZBRA,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-89.0,no,yes,n/a,no,no,no,9750,15493.3,4584.0,-20.7,296.0,-36.1,7306.0,William J. Burns,U.S.,Lincolnshire,Illinois,https://www.zebra.com,Public,"Market value as of March 28, 2024.",15493.0,2024-06-04
681,Agilon Health,AGL,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,260.0,yes,no,n/a,no,no,no,1117,2498.2,4583.1,69.2,-262.6,,1740.9,Steven J. Sell,U.S.,Austin,Texas,https://www.agilonhealth.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",2498.0,2024-06-04
682,Toro,TTC,Industrials,Construction and Farm Machinery,yes,no,no,no,12.0,yes,no,n/a,no,yes,no,10706,9566.8,4553.2,0.9,329.7,-25.6,3644.3,Richard M. Olson,U.S.,Bloomington,Minnesota,https://www.thetorocompany.com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",9567.0,2024-06-04
683,Zoom Video Communications,ZM,Technology,Computer Software,yes,yes,no,no,24.0,yes,no,n/a,no,yes,no,7420,20105.2,4527.2,3.1,637.5,514.7,9929.8,Eric S. Yuan,U.S.,San Jose,California,https://www.zoom.com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",20105.0,2024-06-04
684,Tetra Tech,TTEK,Engineering & Construction,Engineering & Construction,yes,no,no,yes,135.0,yes,no,n/a,no,no,no,27000,9875.8,4522.6,29.1,273.4,3.9,3820.5,Dan L. Batrack,U.S.,Pasadena,California,https://www.tetratech.com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",9876.0,2024-06-04
685,Public Storage,PSA,Financials,Real estate,yes,no,no,yes,39.0,yes,no,n/a,no,no,no,6200,50964.6,4517.7,8.0,2148.3,-50.6,19809.2,Joseph D. Russell Jr.,U.S.,Glendale,California,https://www.publicstorage.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",50965.0,2024-06-04
686,Illumina,ILMN,Technology,"Scientific,Photographic and  Control Equipment",no,no,no,no,1.0,yes,no,n/a,no,no,no,11490,21820.1,4504.0,-1.7,-1161.0,,10111.0,Jacob Thaysen,U.S.,San Diego,California,https://www.illumina.com,Public,"Market value as of March 28, 2024.",21820.0,2024-06-04
687,Ventas,VTR,Financials,Real estate,no,no,yes,yes,43.0,yes,no,n/a,no,no,no,486,17523.2,4497.8,8.9,-41.0,,24725.4,Debra A. Cafaro,U.S.,Chicago,Illinois,https://www.ventasreit.com,Public,"A real estate investment trust. Market value as of March 28, 2024.",17523.0,2024-06-04
688,FMC,FMC,Chemicals,Chemicals,yes,no,no,no,-99.0,no,yes,n/a,no,no,no,6600,7950.8,4486.8,-22.7,1321.5,79.4,11926.2,Pierre R. Brondeau,U.S.,Philadelphia,Pennsylvania,https://www.fmc.com,Public,"Market value as of March 28, 2024.",7951.0,2024-06-04
689,ArcBest,ARCB,Transportation,"Trucking, Truck Leasing",yes,no,yes,no,-68.0,no,yes,n/a,no,no,no,15000,3349.3,4483.4,-15.8,195.4,-34.5,2485.1,Judy R. McReynolds,U.S.,Fort Smith,Arkansas,https://www.arcb.com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",3349.0,2024-06-04
690,Domino's Pizza,DPZ,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,2.0,yes,no,n/a,no,no,no,8850,17305.7,4479.4,-1.3,519.1,14.8,1674.9,Russell J. Weiner,U.S.,Ann Arbor,Michigan,https://www.dominos.com,Public,"Market value as of March 28, 2024.",17306.0,2024-06-04
691,ASGN,ASGN,Business Services,Diversified Outsourcing Services,yes,no,no,no,-3.0,no,yes,n/a,no,no,no,15450,4871.3,4450.6,-2.8,219.3,-18.2,3544.6,Theodore S. Hanson,U.S.,Glen Allen,Virginia,https://www.asgn.com,Public,"Market value as of March 28, 2024.",4871.0,2024-06-04
692,Rivian Automotive,RIVN,Motor Vehicles & Parts,Motor Vehicles & Parts,no,yes,no,yes,0.0,no,no,n/a,no,no,no,16790,10703.1,4434.0,167.4,-5432.0,,16778.0,Robert J. Scaringe,U.S.,Irvine,California,https://rivian.com,Public,"Market value as of March 28, 2024.",10703.0,2024-06-04
693,Elanco Animal Health,ELAN,Health Care,Pharmaceuticals,no,no,no,yes,12.0,yes,no,n/a,no,no,no,9800,8025.6,4417.0,0.1,-1231.0,,14362.0,Jeffrey N. Simmons,U.S.,Greenfield,Indiana,https://www.elanco.com,Public,"Market value as of March 28, 2024.",8026.0,2024-06-04
694,Graham Holdings,GHC,Business Services,Education,yes,no,no,yes,61.0,yes,no,n/a,no,no,no,17006,3421.6,4414.9,12.5,205.3,206.0,7187.7,Timothy J. O?Shaughnessy,U.S.,Arlington,Virginia,https://www.ghco.com,Public,"Market value as of March 28, 2024.",3422.0,2024-06-04
695,Floor & Decor Holdings,FND,Retailing,Specialty Retailers: Other,yes,no,no,yes,23.0,yes,no,n/a,no,no,no,11320,13870.7,4413.9,3.5,246.0,-17.5,4662.6,Thomas V. Taylor,U.S.,Atlanta,Georgia,https://www.flooranddecor.com,Public,"Market value as of March 28, 2024.",13871.0,2024-06-04
696,Applied Industrial Technologies,AIT,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,74.0,yes,no,n/a,no,no,no,6200,7639.2,4412.8,15.8,346.7,34.7,2743.3,Neil A. Schrimsher,U.S.,Cleveland,Ohio,https://www.applied.com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",7639.0,2024-06-04
697,PriceSmart,PSMT,Retailing,General Merchandisers,yes,yes,no,yes,40.0,yes,no,n/a,no,no,no,11000,2563.3,4411.8,8.5,109.2,4.5,2005.6,Robert E. Price,U.S.,San Diego,California,https://www.pricesmart.com,Public,"Figures are for fiscal year ended Aug. 31, 2023. Market value as of March 28, 2024.",2563.0,2024-06-04
